Listings,Series,Position Title,Number of Positions,Agency,Agency/Sub-Agency,State,Opening Date,Closing Date,Opening Length,GS-09,GS-11,GS-12,GS-13,Promotion Potential
339,401,Natural Resources Specialist,1,Department of Agriculture,Department of Agriculture / Natural Resources Conservation Services,DC,2017-03-20,2017-03-24,4 days 00:00:00.000000000,True,False,False,False,GS-12
340,343,Program Analyst,10,Department of Health and Human Services,Department of Health and Human Services / Office of the Secretary of Health and Human Services,DC,2017-03-30,2017-04-03,4 days 00:00:00.000000000,True,True,True,False,GS-13
341,685,Public Health Analyst,10,Department of Health and Human Services,Department of Health and Human Services / Office of the Secretary of Health and Human Services,DC,2017-03-30,2017-04-03,4 days 00:00:00.000000000,True,True,True,False,GS-13
342,301,Policy Advisor,1,Department of the Treasury,Department of the Treasury / Departmental Offices,DC,2017-03-21,2017-03-23,2 days 00:00:00.000000000,False,True,True,False,GS-13
343,260,Equal Employment Opportunity Specialist,4,Department of Homeland Security,Department of Homeland Security / Immigration and Customs Enforcement,DC,2017-03-21,2017-04-03,13 days 00:00:00.000000000,True,True,False,False,GS-11
344,501,Financial Administration and Program,5,Department of the Air Force,"Department of the Air Force / Headquarters, Air Force Space Command",CA,2017-03-21,2017-04-03,13 days 00:00:00.000000000,True,False,False,False,GS-12
345,560,Budget Analyst,5,Department of the Air Force,"Department of the Air Force / Headquarters, Air Force Space Command",CA,2017-03-21,2017-04-03,13 days 00:00:00.000000000,True,False,False,False,GS-12
346,343,Program Analyst,1,Department of State,Department of State,DC,2017-03-21,2017-03-24,3 days 00:00:00.000000000,True,False,False,False,GS-11
347,301,Operations Specialist,1,Department of Homeland Security,Department of Homeland Security / Federal Emergency Management Agency,DC,2017-04-05,2017-04-12,7 days 00:00:00.000000000,True,True,True,False,GS-12
349,1530,Statistician,1,Department of Agriculture,Department of Agriculture / Natural Resources Conservation Services,DC,2017-03-22,2017-03-28,6 days 00:00:00.000000000,True,False,False,False,GS-12
350,560,Budget Analyst,2,Department of Commerce,Department of Commerce / National Oceanic and Atmospheric Administration,MD,2017-03-23,2017-03-29,6 days 00:00:00.000000000,True,True,True,False,GS-13
351,1301,Physical Scientist,1,Department of Commerce,Department of Commerce / National Oceanic and Atmospheric Administration,MD,2017-03-23,2017-03-29,6 days 00:00:00.000000000,True,True,True,False,GS-12
352,343,Program Analyst,1,Department of Commerce,Department of Commerce / National Oceanic and Atmospheric Administration,MD,2017-03-23,2017-03-29,6 days 00:00:00.000000000,True,True,True,False,GS-13
353,301,Policy Analyst (Trade),1,Executive Office of the President,Executive Office of the President / Office of the U.S. Trade Representative,DC,2017-03-24,2017-04-07,14 days 00:00:00.000000000,True,True,False,False,GS-13
354,1350,Geoscientist,1,National Science Foundation,National Science Foundation,VA,2017-03-28,2017-04-07,10 days 00:00:00.000000000,False,True,False,False,GS-12
355,101,Social Science Analyst,10,Department of Health and Human Services,Department of Health and Human Services / Office of the Secretary of Health and Human Services,DC,2017-03-30,2017-04-03,4 days 00:00:00.000000000,True,True,True,False,GS-12
356,2210,Information Technology Specialist,10,Department of Health and Human Services,Department of Health and Human Services / Office of the Secretary of Health and Human Services,DC,2017-03-31,2017-04-04,4 days 00:00:00.000000000,True,True,False,False,GS-12
357,301,Program Specialist,10,Department of Health and Human Services,Department of Health and Human Services / Office of the Secretary of Health and Human Services,DC,2017-03-30,2017-04-03,4 days 00:00:00.000000000,True,True,True,False,GS-12
358,343,Management Analyst,1,Department of State,Department of State,DC,2017-03-31,2017-04-21,21 days 00:00:00.000000000,False,True,False,False,GS-11
359,260,Equal Opportunity Specialist,10,Department of Health and Human Services,Department of Health and Human Services / Office of the Secretary of Health and Human Services,DC,2017-03-30,2017-04-03,4 days 00:00:00.000000000,True,True,True,False,GS-13
360,1530,Statistician,1,Department of Health and Human Services,Department of Health and Human Services / Health Resources and Services Administration,MD,2017-04-10,2017-04-21,11 days 00:00:00.000000000,True,True,False,False,GS-11
367,343,Program Analyst,1,Department of Health and Human Services,Department of Health and Human Services / Food and Drug Administration,MD,2017-04-14,2017-04-20,6 days 00:00:00.000000000,True,False,False,False,GS-12
369,130,Foreign Affairs Officer,2,Department of State,Department of State,DC,2017-03-31,2017-04-14,14 days 00:00:00.000000000,True,False,False,False,GS-11
372,343,Management Analyst,5,Department of Veterans Affairs,Department of Veterans Affairs / Office of the Secretary,DC,2017-03-31,2017-04-15,15 days 00:00:00.000000000,False,True,False,False,GS-13
373,130,Foreign Affairs Officer,1,Department of State,Department of State,DC,2017-04-01,2017-04-14,13 days 00:00:00.000000000,True,False,False,False,GS-11
374,343,Management Analyst,1,Department of State,Department of State,DC,2017-04-03,2017-04-17,14 days 00:00:00.000000000,True,False,False,False,GS-11
375,343,Program Analyst,1,Department of State,Department of State,MD,2017-04-03,2017-04-17,14 days 00:00:00.000000000,False,True,False,False,GS-11
376,1515,Operations Research Analyst,2,Department of Homeland Security,Department of Homeland Security / Federal Emergency Management Agency,DC,2017-04-03,2017-04-07,4 days 00:00:00.000000000,False,True,True,False,GS-13
377,343,Management Analyst,1,Department of Agriculture,Department of Agriculture / Natural Resources Conservation Services,DC,2017-04-03,2017-04-07,4 days 00:00:00.000000000,True,False,False,False,GS-12
378,343,Program Analyst,1,Department of the Interior,Department of the Interior / Bureau of Reclamation,NM,2017-04-05,2017-04-19,14 days 00:00:00.000000000,True,True,False,False,GS-11
379,401,Natural Resource Specialist,1,Department of Agriculture,Department of Agriculture / Forest Service,MT,2017-04-05,2017-04-09,4 days 00:00:00.000000000,True,False,False,False,GS-12
381,301,Management and Program Analyst,4,Department of Energy,Department of Energy / U.S. Energy Information Administration,DC,2017-04-07,2017-04-19,12 days 00:00:00.000000000,True,True,False,False,GS-12
382,1170,Realty Specialist,1,Department of Agriculture,Department of Agriculture / Forest Service,WI,2017-04-06,2017-04-10,4 days 00:00:00.000000000,True,False,False,False,GS-11
383,343,Program Analyst,1,Department of Veterans Affairs,Department of Veterans Affairs / Veterans Health Administration,MA,2017-04-06,2017-04-21,15 days 00:00:00.000000000,True,False,False,False,GS-13
383,343,Program Analyst,1,Department of Veterans Affairs,Department of Veterans Affairs / Veterans Health Administration,MA,2017-04-06,2017-04-21,15 days 00:00:00.000000000,True,False,False,False,GS-13
384,132,Intelligence Research Specialist - Energy Analyst,1,Department of State,Department of State,DC,2017-04-07,2017-04-07,0 days 00:00:00.000000000,False,True,False,False,GS-11
385,343,Eco-Management Analyst,1,Department of State,Department of State,DC,2017-04-07,2017-04-14,7 days 00:00:00.000000000,True,False,False,False,GS-11
387,560,Budget Analyst,1,Department of State,Department of State,DC,2017-04-07,2017-04-11,4 days 00:00:00.000000000,True,False,False,False,GS-11
388,301,Program Specialist,1,Department of Agriculture,Department of Agriculture / Forest Service,CA,2017-04-07,2017-04-11,4 days 00:00:00.000000000,True,False,False,False,GS-12
389,301,Action Officer,1,Department of Homeland Security,Department of Homeland Security / Federal Emergency Management Agency,DC,2017-04-07,2017-04-14,7 days 00:00:00.000000000,True,True,True,False,GS-12
390,301,External Affairs Specialist,1,Department of Homeland Security,Department of Homeland Security / Federal Emergency Management Agency,DC,2017-04-07,2017-04-14,7 days 00:00:00.000000000,True,True,True,False,GS-12
391,301,External Affairs Specialist,1,Department of Homeland Security,Department of Homeland Security / Federal Emergency Management Agency,DC,2017-04-07,2017-04-14,7 days 00:00:00.000000000,True,True,True,False,GS-12
392,110,Industry Economist/Operations Research Analyst,4,Department of Energy,Department of Energy / U.S. Energy Information Administration,DC,2017-04-07,2017-04-19,12 days 00:00:00.000000000,True,True,False,False,GS-12
393,1529,Mathematical Statistician/Survey Statistician,4,Department of Energy,Department of Energy / U.S. Energy Information Administration,DC,2017-04-07,2017-04-19,12 days 00:00:00.000000000,True,True,False,False,GS-12
394,801,General Engineer,1,Department of Energy,Department of Energy / National Nuclear Security Administration,DC,2017-04-12,2017-04-19,7 days 00:00:00.000000000,False,True,True,False,GS-12
394,801,General Engineer,1,Department of Energy,Department of Energy / National Nuclear Security Administration,CO,2017-04-12,2017-04-19,7 days 00:00:00.000000000,False,True,True,False,GS-12
395,130,Foreign Affairs Officer,1,Department of State,Department of State,DC,2017-04-08,2017-04-21,13 days 00:00:00.000000000,True,False,False,False,GS-11
396,343,Program Analyst,1,Department of State,Department of State,DC,2017-04-07,2017-04-20,13 days 00:00:00.000000000,False,True,False,False,GS-11
397,343,Program Analyst,1,Department of State,Department of State,DC,2017-04-07,2017-04-20,13 days 00:00:00.000000000,False,True,False,False,GS-11
398,430,Botanist,1,Department of Agriculture,Department of Agriculture / Forest Service,WA,2017-04-10,2017-04-14,4 days 00:00:00.000000000,True,False,False,False,GS-11
399,130,Foreign Affairs Officer,1,Department of State,Department of State,DC,2017-04-10,2017-04-15,5 days 00:00:00.000000000,True,False,False,False,GS-11
400,1410,Electronic Services/Reference Librarian,1,Department of Veterans Affairs,Department of Veterans Affairs / Veterans Health Administration,DC,2017-04-10,2017-04-21,11 days 00:00:00.000000000,True,False,False,False,GS-13
401,132,Intelligence Research Specialist,1,Department of State,Department of State,DC,2017-04-13,2017-04-14,1 days 00:00:00.000000000,True,False,False,False,GS-11
402,132,Intelligence Research Specialist,1,Department of State,Department of State,DC,2017-04-13,2017-04-14,1 days 00:00:00.000000000,False,True,False,False,GS-11
403,301,Policy Analyst (Trade),1,Executive Office of the President,Executive Office of the President / Office of the U.S. Trade Representative,DC,2017-04-10,2017-04-21,11 days 00:00:00.000000000,True,True,False,False,GS-13
404,343,Management Analyst,1,Department of Agriculture,Department of Agriculture / Forest Service,DC,2017-04-10,2017-04-14,4 days 00:00:00.000000000,True,False,False,False,GS-13
405,510,Accountant,1,Department of Agriculture,Department of Agriculture / Forest Service,DC,2017-04-10,2017-04-14,4 days 00:00:00.000000000,True,False,False,False,GS-13
406,1170,Realty Specialist,1,Department of Agriculture,Department of Agriculture / Forest Service,CO,2017-04-13,2017-04-17,4 days 00:00:00.000000000,True,False,False,False,GS-11
407,401,Natural Resource Specialist/Social Scientist,1,Department of Agriculture,Department of Agriculture / Forest Service,CO,2017-04-17,2017-04-21,4 days 00:00:00.000000000,True,False,False,False,GS-11
408,560,Budget Analyst,1,Department of Energy,Department of Energy / National Nuclear Security Administration,NM,2017-04-25,2017-05-03,8 days 00:00:00.000000000,True,True,False,False,GS-13
408,560,Budget Analyst,1,Department of Energy,Department of Energy / National Nuclear Security Administration,DC,2017-04-25,2017-05-03,8 days 00:00:00.000000000,True,True,False,False,GS-13
409,340,Program Manager,1,Department of Energy,Department of Energy / National Nuclear Security Administration,DC,2017-04-21,2017-05-02,11 days 00:00:00.000000000,True,True,False,False,GS-14
410,130,Foreign Affairs Officer,1,Department of State,Department of State,DC,2017-04-11,2017-04-14,3 days 00:00:00.000000000,True,False,False,False,GS-11
411,131,International Relations Specialist,1,Department of Homeland Security,Department of Homeland Security / Customs and Border Protection,DC,2017-04-13,2017-04-19,6 days 00:00:00.000000000,True,False,False,False,GS-12
413,343,Management Analyst,2,Department of Agriculture,Department of Agriculture / Natural Resources Conservation Services,DC,2017-04-11,2017-04-17,6 days 00:00:00.000000000,True,False,False,False,GS-12
414,130,Foreign Affairs Officer,1,Department of State,Department of State,DC,2017-04-11,2017-04-28,17 days 00:00:00.000000000,True,False,False,False,GS-11
415,343,Program Analyst,1,Department of State,Department of State,DC,2017-04-13,2017-04-27,14 days 00:00:00.000000000,True,False,False,False,GS-11
416,130,Foreign Affairs Officer,1,Department of State,Department of State,DC,2017-04-12,2017-04-26,14 days 00:00:00.000000000,True,False,False,False,GS-11
417,301,PMF (Program Specialist),40,Department of Health and Human Services,Department of Health and Human Services / National Institutes of Health,MD,2017-04-24,2017-04-28,4 days 00:00:00.000000000,True,True,False,False,GS-13
417,301,PMF (Program Specialist),1,Department of Health and Human Services,Department of Health and Human Services / National Institutes of Health,NC,2017-04-24,2017-04-28,4 days 00:00:00.000000000,True,True,False,False,GS-13
418,671,Health System Specialist,1,Department of Veterans Affairs,Department of Veterans Affairs / Veterans Health Administration,NY,2017-04-12,2017-05-03,21 days 00:00:00.000000000,False,True,False,False,GS-13
419,671,Health Systems Specialist,1,Department of Veterans Affairs,Department of Veterans Affairs / Veterans Health Administration,NY,2017-04-12,2017-05-03,21 days 00:00:00.000000000,False,True,False,False,GS-12
421,601,PMF (Health Specialist),13,Department of Health and Human Services,Department of Health and Human Services / National Institutes of Health,MD,2017-04-24,2017-04-28,4 days 00:00:00.000000000,False,True,False,False,GS-13
422,343,Management Analyst,1,Department of State,Department of State,DC,2017-04-13,2017-04-17,4 days 00:00:00.000000000,True,False,False,False,GS-11
423,1082,Writer-Editor,1,Department of State,Department of State,DC,2017-04-13,2017-04-24,11 days 00:00:00.000000000,False,True,False,False,GS-11
424,1082,Writer/Editor,1,Department of Agriculture,Department of Agriculture / Food Safety and Inspection Service,DC,2017-04-14,2017-04-20,6 days 00:00:00.000000000,True,True,True,False,GS-12
425,130,Foreign Affairs Officer,1,Department of State,Department of State,DC,2017-04-13,2017-04-19,6 days 00:00:00.000000000,True,False,False,False,GS-11
426,343,Management and Program Analyst,1,Department of Commerce,Department of Commerce / National Oceanic and Atmospheric Administration,MD,2017-04-25,2017-05-08,13 days 00:00:00.000000000,True,True,True,False,GS-12
427,401,Watershed Program/Natural Resource Specialist,1,Department of Agriculture,Department of Agriculture / Forest Service,MD,2017-04-13,2017-04-18,5 days 00:00:00.000000000,True,False,False,False,GS-11
428,343,Management and Program Analyst,1,Department of Education,Department of Education / Office of Elementary and Secondary Education,DC,2017-04-13,2017-04-21,8 days 00:00:00.000000000,True,True,True,False,GS-12
429,430,Botanist,1,Department of Agriculture,Department of Agriculture / Forest Service,OR,2017-04-14,2017-04-18,4 days 00:00:00.000000000,True,False,False,False,GS-11
430,343,MANAGEMENT ANALYST,2,Department of Veterans Affairs,Department of Veterans Affairs / Veterans Health Administration,DC,2017-04-14,2017-04-24,10 days 00:00:00.000000000,True,True,False,False,GS-13
432,343,Management Analyst,1,Office of Personnel Management,Office of Personnel Management,DC,2017-04-17,2017-05-01,14 days 00:00:00.000000000,True,True,False,False,GS-11
433,343,Management Analyst,1,Office of Personnel Management,Office of Personnel Management,DC,2017-04-17,2017-05-01,14 days 00:00:00.000000000,False,True,True,False,GS-13
434,671,Health System Specialist,1,Department of Veterans Affairs,Department of Veterans Affairs / Veterans Health Administration,CA,2017-04-17,2017-04-28,11 days 00:00:00.000000000,True,True,False,False,GS-12
435,401,Collaborative Restoration Planner (Planning Specialist),1,Department of Agriculture,Department of Agriculture / Forest Service,MT,2017-04-18,2017-04-22,4 days 00:00:00.000000000,True,False,False,False,GS-11
436,1035,Public Affairs Specialist,1,Department of Agriculture,Department of Agriculture / Forest Service,WA,2017-04-20,2017-04-24,4 days 00:00:00.000000000,True,False,False,False,GS-11
437,401,Natural Resources Specialist,1,Department of Agriculture,Department of Agriculture / Forest Service,GA,2017-04-19,2017-04-21,2 days 00:00:00.000000000,True,False,False,False,GS-11
438,301,Presidential Management Fellow,1,Department of Defense,Department of Defense / Office of the Secretary of Defense,VA,2017-04-25,2017-05-01,6 days 00:00:00.000000000,True,True,True,False,GS-13
439,260,Equal Employment Specialist,1,Department of the Interior,Department of the Interior / US Fish and Wildlife Service,VA,2017-04-20,2017-05-01,11 days 00:00:00.000000000,True,True,True,False,GS-13
440,801,General Engineer,1,Department of Energy,Department of Energy,CO,2017-04-20,2017-04-27,7 days 00:00:00.000000000,False,True,False,False,GS-12
440,801,General Engineer,1,Department of Energy,Department of Energy,DC,2017-04-20,2017-04-27,7 days 00:00:00.000000000,False,True,False,False,GS-12
442,343,Staff Officer/Management Analyst,1,Department of State,Department of State,DC,2017-04-21,2017-04-28,7 days 00:00:00.000000000,True,False,False,False,GS-11
443,401,Partnership Coordinator,1,Department of Agriculture,Department of Agriculture / Forest Service,SC,2017-04-24,2017-04-28,4 days 00:00:00.000000000,True,False,False,False,GS-11
444,0,Trade Specailist,5,Department of Commerce,"Department of Commerce / Commerce, International Trade Administration",DC,2017-05-03,2017-05-24,21 days 00:00:00.000000000,True,True,True,False,GS-13
445,1001,CONSUMER EDUCATION SPECIALIST,1,Federal Trade Commission,Federal Trade Commission,DC,2017-04-25,2017-05-08,13 days 00:00:00.000000000,False,False,True,False,GS-13
447,401,Natural Resource Specailist (Landscape Scale Planner),1,Department of Agriculture,Department of Agriculture / Forest Service,PA,2017-04-24,2017-04-28,4 days 00:00:00.000000000,True,True,True,False,GS-12
449,101,Monitoring and Evaluation Coordinator,1,Department of Agriculture,Department of Agriculture / Forest Service,NM,2017-04-25,2017-04-29,4 days 00:00:00.000000000,True,False,False,False,GS-12
450,1315,Zone Hydrologist,1,Department of Agriculture,Department of Agriculture / Forest Service,UT,2017-04-28,2017-05-02,4 days 00:00:00.000000000,True,True,False,False,GS-11
451,343,Maangement and Program Analyst,2,Department of Homeland Security,Department of Homeland Security / Customs and Border Protection,DC,2017-05-01,2017-05-10,9 days 00:00:00.000000000,True,False,False,False,GS-12
452,130,Foreign Affairs Officer,1,Department of State,Department of State,DC,2017-04-28,2017-04-28,0 days 00:00:00.000000000,True,False,False,False,GS-11
454,560,"Budget Analyst, GS9/11",1,Department of Justice,Department of Justice / Federal Bureau of Investigation,DC,2017-04-26,2017-04-30,4 days 00:00:00.000000000,True,True,False,False,GS-14
455,1550,Computer Scientist,1,Department of the Treasury,Department of the Treasury / Internal Revenue Service,DC,2017-04-26,2017-04-30,4 days 00:00:00.000000000,False,False,True,False,GS-13
456,2101,Transportation Program Specialist,1,Department of Transportation,Department of Transportation / Federal Transit Administration,NY,2017-04-28,2017-05-19,21 days 00:00:00.000000000,True,True,True,False,GS-12
457,101,Social Scientist,1,Department of the Treasury,Department of the Treasury / Internal Revenue Service,DC,2017-04-26,2017-04-30,4 days 00:00:00.000000000,False,False,True,False,GS-13
458,101,Research Social Scientist,1,Department of Agriculture,Department of Agriculture / Forest Service,WA,2017-04-28,2017-05-02,4 days 00:00:00.000000000,True,True,False,False,GS-12
459,2210,IT Specialist,1,Department of State,Department of State,DC,2017-04-28,2017-05-05,7 days 00:00:00.000000000,False,True,False,False,GS-11
461,685,Public Health Analyst,1,Department of Health and Human Services,Department of Health and Human Services / Centers for Disease Control and Prevention,GA,2017-04-28,2017-05-04,6 days 00:00:00.000000000,True,False,False,False,GS-12
462,132,Intelligence Research Specialist,1,Department of State,Department of State,DC,2017-05-01,2017-05-01,0 days 00:00:00.000000000,False,True,False,False,GS-11
463,301,Health Policy and Issues Management Analyst,1,Department of Health and Human Services,Department of Health and Human Services / Centers for Disease Control and Prevention,GA,2017-04-28,2017-05-04,6 days 00:00:00.000000000,True,False,False,False,GS-12
464,685,Public Health Analyst (Policy and Issues Management),1,Department of Health and Human Services,Department of Health and Human Services / Centers for Disease Control and Prevention,GA,2017-04-28,2017-05-04,6 days 00:00:00.000000000,True,False,False,False,GS-12
465,132,Intelligence Research Specialist,1,Department of State,Department of State,DC,2017-05-01,2017-05-01,0 days 00:00:00.000000000,True,False,False,False,GS-11
466,343,Management and Program Analyst,1,Department of Health and Human Services,Department of Health and Human Services / Centers for Disease Control and Prevention,GA,2017-04-28,2017-05-03,5 days 00:00:00.000000000,True,False,False,False,GS-12
467,1170,Realty Specialist,1,Department of Agriculture,Department of Agriculture / Forest Service,CO,2017-05-01,2017-05-12,11 days 00:00:00.000000000,True,True,False,False,GS-11
468,110,Economist,1,Department of Agriculture,Department of Agriculture / Forest Service,OR,2017-05-04,2017-05-08,4 days 00:00:00.000000000,True,True,False,False,GS-12
469,130,Foreign Affairs Officer,1,Department of State,Department of State,DC,2017-05-02,2017-05-02,0 days 00:00:00.000000000,True,False,False,False,GS-11
470,401,Zone NEPA Planner,1,Department of Agriculture,Department of Agriculture / Forest Service,AZ,2017-05-08,2017-05-12,4 days 00:00:00.000000000,True,True,False,False,GS-11
471,1501,Data Analyst,2,Department of Agriculture,Department of Agriculture / Food Safety and Inspection Service,DC,2017-05-05,2017-05-11,6 days 00:00:00.000000000,False,True,True,False,GS-13
472,301,Administrative Management Specialist,1,Department of Agriculture,Department of Agriculture / Forest Service,NM,2017-05-03,2017-05-07,4 days 00:00:00.000000000,True,True,False,False,GS-12
473,343,Management and Program Analyst,1,Department of Health and Human Services,Department of Health and Human Services / Centers for Disease Control and Prevention,GA,2017-05-04,2017-05-10,6 days 00:00:00.000000000,True,False,False,False,GS-12
474,685,Public Health Analyst,1,Department of Health and Human Services,Department of Health and Human Services / Centers for Disease Control and Prevention,GA,2017-05-04,2017-05-10,6 days 00:00:00.000000000,True,False,False,False,GS-12
475,343,Management and Program Analyst (PMF),2,Department of Homeland Security,Department of Homeland Security / Citizenship and Immigration Services,DC,2017-05-09,2017-05-18,9 days 00:00:00.000000000,True,True,False,False,GS-12
476,905,Junior Attorney,1,African Development Foundation,African Development Foundation,DC,2017-05-04,2017-05-09,5 days 00:00:00.000000000,False,True,False,False,GS-12
477,301,Policy Analyst,1,Executive Office of the President,Executive Office of the President / Office of the U.S. Trade Representative,DC,2017-05-12,2017-05-18,6 days 00:00:00.000000000,True,True,False,False,GS-13
478,132,Intelligence Research Specialist,1,Department of State,Department of State,DC,2017-05-08,2017-05-08,0 days 00:00:00.000000000,False,True,False,False,GS-11
479,301,Grant Program Specialist,5,Department of Justice,"Department of Justice / Offices, Boards and Divisions",DC,2017-05-05,2017-09-29,147 days 00:00:00.000000000,True,True,True,False,GS-13
480,1140,Trade Compliance Analyst,7,Department of Commerce,"Department of Commerce / Commerce, International Trade Administration",DC,2017-05-08,2017-05-24,16 days 00:00:00.000000000,True,True,True,False,GS-13
481,301,Conciliation Specialist,1,Department of Justice,"Department of Justice / Offices, Boards and Divisions",MA,2017-05-05,2017-09-29,147 days 00:00:00.000000000,True,True,True,False,GS-13
481,301,Conciliation Specialist,1,Department of Justice,"Department of Justice / Offices, Boards and Divisions",FL,2017-05-05,2017-09-29,147 days 00:00:00.000000000,True,True,True,False,GS-13
481,301,Conciliation Specialist,1,Department of Justice,"Department of Justice / Offices, Boards and Divisions",PA,2017-05-05,2017-09-29,147 days 00:00:00.000000000,True,True,True,False,GS-13
482,343,Program Analyst,1,Department of Homeland Security,Department of Homeland Security / DHS Headquarters,DC,2017-05-09,2017-05-15,6 days 00:00:00.000000000,True,True,False,False,GS-12
486,1170,REAL ESTATE / REALTY SPECIALIST,2,Department of Veterans Affairs,Department of Veterans Affairs / Veterans Health Administration,DC,2017-05-09,2017-05-23,14 days 00:00:00.000000000,True,True,False,False,GS-13
487,343,Management & Program Analyst,1,Department of the Treasury,Department of the Treasury / Internal Revenue Service,DC,2017-05-09,2017-05-15,6 days 00:00:00.000000000,False,True,True,False,GS-13
488,2210,IT Specialist (PLCYPLN),1,Department of Transportation,Department of Transportation / Office of the Secretary of Transportation,DC,2017-05-12,2017-05-26,14 days 00:00:00.000000000,True,True,False,False,GS-12
489,1515,Operations Research Analyst,2,Department of the Treasury,Department of the Treasury / Internal Revenue Service,DC,2017-05-12,2017-05-15,3 days 00:00:00.000000000,False,True,True,False,GS-13
490,343,Management Analyst,1,Department of State,Department of State,DC,2017-05-12,2017-05-26,14 days 00:00:00.000000000,False,True,False,False,GS-11
492,201,Human Resources Specialist,1,Office of Personnel Management,Office of Personnel Management,MO,2017-05-12,2017-05-31,19 days 00:00:00.000000000,True,False,False,False,GS-13
493,110,Research Analyst,1,Consumer Financial Protection Bureau,Consumer Financial Protection Bureau,DC,2017-05-15,2017-05-22,7 days 00:00:00.000000000,True,True,False,False,GS-13
494,130,Foreign Affairs Officer,1,Department of State,Department of State,DC,2017-05-16,2017-05-17,1 days 00:00:00.000000000,True,False,False,False,GS-11
495,301,Partnership Coordinator,1,Department of Agriculture,Department of Agriculture / Forest Service,SC,2017-05-15,2017-05-18,3 days 00:00:00.000000000,True,False,False,False,GS-11
496,130,Foreign Affairs Officer,1,Department of State,Department of State,DC,2017-05-16,2017-05-18,2 days 00:00:00.000000000,True,False,False,False,GS-11
497,2210,IT Specialist,1,Department of State,Department of State,DC,2017-05-16,2017-05-19,3 days 00:00:00.000000000,True,False,False,False,GS-11
498,343,Program Analyst,1,Department of State,Department of State,DC,2017-05-22,2017-05-29,7 days 00:00:00.000000000,True,False,False,False,GS-11
499,401,Interdisciplinary Scientist,5,Environmental Protection Agency,Environmental Protection Agency,DC,2017-05-17,2017-05-31,14 days 00:00:00.000000000,True,True,False,False,GS-13
500,671,Health System Specialist,1,Department of Veterans Affairs,Department of Veterans Affairs / Veterans Health Administration,CA,2017-05-19,2017-06-02,14 days 00:00:00.000000000,True,True,False,False,GS-12
501,501,Budget Preparation Specialist,3,Executive Office of the President,Executive Office of the President / Office of Management and Budget,DC,2017-05-18,2017-05-25,7 days 00:00:00.000000000,True,True,False,False,GS-13
502,343,Management and Program Analyst,2,Department of Housing and Urban Development,Department of Housing and Urban Development / Office of the Chief Human Capital Officer,DC,2017-05-22,2017-05-30,8 days 00:00:00.000000000,True,True,True,False,GS-13
503,810,Civil Engineer,1,Department of Agriculture,Department of Agriculture / Forest Service,FL,2017-05-22,2017-05-26,4 days 00:00:00.000000000,True,True,False,False,GS-11
504,2210,IT Specialist,1,Department of State,Department of State,DC,2017-05-19,2017-05-25,6 days 00:00:00.000000000,False,True,False,False,GS-11
505,130,Foreign Affairs Officer,1,Department of State,Department of State,DC,2017-05-22,2017-05-24,2 days 00:00:00.000000000,True,False,False,False,GS-11
506,893,Chemical Engineer/Environmental Engineer,10,Environmental Protection Agency,Environmental Protection Agency,DC,2017-05-24,2017-05-31,7 days 00:00:00.000000000,False,True,False,False,GS-13
507,1530,Statistician,3,Environmental Protection Agency,Environmental Protection Agency,DC,2017-05-24,2017-05-31,7 days 00:00:00.000000000,False,True,False,False,GS-13
508,601,Environmental Health Scientist (Epidermiologist),3,Environmental Protection Agency,Environmental Protection Agency,DC,2017-05-24,2017-05-31,7 days 00:00:00.000000000,False,True,False,False,GS-13
509,690,Chemical Engineer /Industrial Hygienist,10,Environmental Protection Agency,Environmental Protection Agency,DC,2017-05-24,2017-05-31,7 days 00:00:00.000000000,False,True,False,False,GS-13
510,343,Management and Program Analyst,2,Department of Homeland Security,Department of Homeland Security / Immigration and Customs Enforcement,DC,2017-05-24,2017-06-01,8 days 00:00:00.000000000,True,True,True,False,GS-12
511,671,Health Systems Specialist,1,Department of Veterans Affairs,Department of Veterans Affairs / Veterans Health Administration,ME,2017-05-24,2017-05-31,7 days 00:00:00.000000000,True,True,True,False,GS-13
512,130,Foreign Affairs Specialist,1,Department of Defense,Department of Defense / Office of the Secretary of Defense,VA,2017-05-24,2017-05-26,2 days 00:00:00.000000000,True,True,True,False,GS-13
513,950,Paralegal Specialist,1,Department of State,Department of State,DC,2017-05-25,2017-05-25,0 days 00:00:00.000000000,False,True,False,False,GS-11
514,170,Historian,1,Department of the Army,Department of the Army / HQDA Field Operating Agencies and Staff Support Agencies,DC,2017-05-30,2017-06-05,6 days 00:00:00.000000000,True,False,False,False,GS-12
515,132,Intelligence Research Specialist,1,Department of State,Department of State,DC,2017-05-26,2017-05-26,0 days 00:00:00.000000000,True,False,False,False,GS-11
516,132,Intelligence Research Specialist,1,Department of State,Department of State,DC,2017-05-26,2017-05-26,0 days 00:00:00.000000000,False,True,False,False,GS-11
517,560,Budget Analyst,1,Department of Veterans Affairs,Department of Veterans Affairs / Immediate Office of the Assistant Secretary for Information and Technology,DC,2017-05-28,2017-06-10,13 days 00:00:00.000000000,True,True,True,False,GS-13
518,301,Regulatory Counsel,3,Department of Health and Human Services,Department of Health and Human Services / Food and Drug Administration,MD,2017-06-09,2017-06-22,13 days 00:00:00.000000000,True,False,False,False,GS-13
519,343,Program Analyst,1,Department of State,Department of State,DC,2017-05-26,2017-06-21,26 days 00:00:00.000000000,True,False,False,False,GS-11
